"","street1","accidents"
"1381","FRITZ-REUTER-ALLEE",1
"1382","FRITZ-REUTER-STR. / HÖNOWER STR.",1
"1383","FRITZ-WERNER-STR.",1
"1384","FRÖBELSTR. / PRENZLAUER ALLEE / RAUMERSTR.",3
"1385","FROBENSTR. / GALLWITZALLEE / AM GEMEINDEPARK",1
"1386","FRONHOFERSTR. / WOLFENSTEINDAMM / A 103 BAB ABZWEIG ZEHLENDORF / 103 AS WOLFENST",1
"1387","FRUNDSBERGSTR. / LANKER STR.",1
"1388","FUGGERSTR.",1
"1389","FUGGERSTR. / MARTIN-LUTHER-STR.",3
"1390","FULDASTR.",2
"1391","FULDASTR. / SONNENALLEE",6
"1392","FULDASTR. / WESERSTR.",1
"1393","FULHAMER ALLEE",1
"1394","FÜRBRINGERSTR.",1
"1395","FÜRSTENBRUNNER WEG",1
"1396","FÜRSTENDAMM",1
"1397","FÜRSTENWALDER ALLEE",5
"1398","FÜRSTENWALDER ALLEE / HOCHLANDSTR. / RIALTORING",3
"1399","FÜRSTENWALDER ALLEE / LINDENSTR.",1
"1400","FÜRSTENWALDER ALLEE / SCHÖNBLICKER STR.",3
"1401","FÜRSTENWALDER DAMM",4
"1402","GABRIELE-TERGIT-PROMENADE",2
"1403","GABRIEL-MAX-STR.",1
"1404","GABRIEL-MAX-STR. / GRÜNBERGER STR.",3
"1405","GABRIEL-MAX-STR. / WÜHLISCHSTR.",1
"1406","GALENUSSTR.",2
"1407","GALENUSSTR. / KLAUSTALER STR.",1
"1408","GALENUSSTR. / PASEWALKER STR.",1
"1409","GALLWITZALLEE",1
"1410","GALLWITZALLEE / KAMERADENWEG",1
"1411","GANGHOFERSTR. / KARL-MARX-STR. / RICHARDSTR. / WERBELLINSTR. / ALFRED-SCHOLZ-PLA",3
"1412","GARDESCHÜTZENWEG / GELIEUSTR. / HINDENBURGDAMM",1
"1413","GARTENFELDER STR.",2
"1414","GARTENFELDER STR. / PAULSTERNSTR.",2
"1415","GARTENFELDER STR. / SAATWINKLER DAMM / GARTENFELDER BRÜCKE",2
"1416","GARTENPLATZ / GARTENSTR.",1
"1417","GARTENSTR.",5
"1418","GARTENSTR. / INVALIDENSTR.",2
"1419","GARTENSTR. / MÜGGELHEIMER STR.",1
"1420","GARTENSTR. / SCHRÖDERSTR.",1
"1421","GARTENSTR. / TELTOWER DAMM",1
"1422","GARTENSTR. / TORSTR. / KLEINE HAMBURGER STR.",1
"1423","GÄRTNERSTR. / GROßE-LEEGE-STR.",1
"1424","GÄRTNERSTR. / MARZAHNER STR. / RHINSTR.",2
"1425","GÄRTNERSTR. / OSTPREUßENDAMM / SIEMENSSTR.",1
"1426","GÄRTNERSTR. / SIMPLONSTR. / MODERSOHNSTR.",1
"1427","GÄRTNERSTR. / WÜHLISCHSTR.",4
"1428","GARZAUER STR.",1
"1429","GARZAUER STR. / GARZAUER STR.",1
"1430","GASTEINER STR.",1
"1431","GATOWER STR.",2
"1432","GATOWER STR. / HEERSTR.",2
"1433","GEHRENSEESTR.",1
"1434","GEHRENSEESTR. / WOLLENBERGER STR.",1
"1435","GEHRINGSTR.",1
"1436","GEHRINGSTR. / ROELCKESTR.",3
"1437","GEIBELSTR. / URBANSTR.",2
"1438","GEISBERGSTR.",1
"1439","GEISBERGSTR. / NÜRNBERGER STR. / SCHAPERSTR. / SPICHERNSTR.",2
"1440","GEISENHEIMER STR. / SÜDWESTKORSO",1
"1441","GEIßLERPFAD / HECKERDAMM",2
"1442","GELFERTSTR.",1
"1443","GELLERTSTR. / RADICKESTR.",1
"1444","GENSINGER STR. / ALT-FRIEDRICHSFELDE / GENSINGER BRÜCKE",1
"1445","GENSLERSTR.",2
"1446","GENTER STR.",1
"1447","GENTER STR. / LÜDERITZSTR. / SEESTR.",3
"1448","GENTER STR. / TRIFTSTR.",2
"1449","GENTHINER STR.",1
"1450","GENTHINER STR. / KURFÜRSTENSTR.",2
"1451","GEORG-BENJAMIN-STR.",1
"1452","GEORGENSTR.",1
"1453","GEORG-KNORR-STR. / FRANK-SCHWEITZER-STR. / GEORG-KNORR-PLATZ / WIESENBURGER WEG",1
"1454","GEORG-LÖWENSTEIN-STR. / HAUPTSTR.",1
"1455","GERAER STR.",1
"1456","GERAER STR. / ZERBSTER STR.",1
"1457","GERICHTSTR.",2
"1458","GERICHTSTR. / HOCHSTR. / NEUE HOCHSTR.",1
"1459","GERICHTSTR. / MÜLLERSTR. / TRIFTSTR. / MAX-JOSEF-METZGER-PLATZ",3
"1460","GERICHTSTR. / REINICKENDORFER STR.",3
"1461","GERLINGER STR.",1
"1462","GERLINGER STR. / CHRISTIAN-HENKEL-STR.",1
"1463","GERLINGER STR. / WARMENSTEINACHER STR.",1
"1464","GERMANIASTR.",1
"1465","GERMANIASTR. / KOMTURSTR. / OBERLANDSTR.",1
"1466","GERMERSHEIMER PLATZ",1
"1467","GERSDORFSTR.",1
"1468","GERVINUSSTR.",1
"1469","GERVINUSSTR. / HEILBRONNER STR. / HOLTZENDORFFSTR. / KRACAUERPLATZ",2
"1470","GERVINUSSTR. / LEWISHAMSTR. / MOMMSENSTR.",3
"1471","GESCHWISTER-SCHOLL-STR.",1
"1472","GEUSENSTR. / TÜRRSCHMIDTSTR.",1
"1473","GIERKEZEILE",2
"1474","GIERKEZEILE / HAUBACHSTR.",2
"1475","GIESEBRECHTSTR. / KURFÜRSTENDAMM",2
"1476","GIESEBRECHTSTR. / WILMERSDORFER STR.",1
"1477","GIESENSDORFER STR.",1
"1478","GIESENSDORFER STR. / KÖNIGSBERGER STR. / PARK AM TELTOWKANAL",2
"1479","GIESENSDORFER STR. / OSTPREUßENDAMM",1
"1480","GIPSSTR. / GORMANNSTR. / ROSENTHALER STR. / WEINMEISTERSTR.",4
"1481","GIPSSTR. / JOACHIMSTR.",2
"1482","GITSCHINER STR.",5
"1483","GITSCHINER STR. / ALEXANDRINENSTR.",2
"1484","GITSCHINER STR. / PRINZENSTR.",6
"1485","GITSCHINER STR. / SEGITZDAMM / WASSERTORSTR. / WASSERTORPLATZ",2
"1486","GITSCHINER STR. / ZOSSENER STR. / LINDENSTR.",3
"1487","GLÄRNISCHWEG / MARIENDORFER DAMM",2
"1488","GLASBLÄSERALLEE / DORA-BENJAMIN-PARK / ALT-STRALAU",1
"1489","GLASGOWER STR.",1
"1490","GLASGOWER STR. / SCHÖNINGSTR.",1
"1491","GLEDITSCHSTR.",1
"1492","GLEDITSCHSTR. / PALLASSTR.",2
"1493","GLEIMSTR.",6
"1494","GLEIMSTR. / AM FALKPLATZ / YSTADER STR.",2
"1495","GLEIMSTR. / SCHÖNHAUSER ALLEE / STARGARDER STR.",3
"1496","GLEIMTUNNEL",1
"1497","GLEIMTUNNEL / GLEIMSTR. / SCHWEDTER STR.",1
"1498","GLIENICKER STR.",4
"1499","GLIENICKER STR. / GLIENICKER STR.",1
"1500","GLIENICKER STR. / GRÜNAUER STR.",3
"1501","GLIENICKER STR. / PESTALOZZISTR.",1
"1502","GLIENICKER WEG",4
"1503","GLIENICKER WEG / ANNA-SEGHERS-STR.",1
"1504","GLIENICKER WEG / NIPKOWSTR.",2
"1505","GLINKASTR. / JÄGERSTR.",1
"1506","GLINKASTR. / MOHRENSTR.",1
"1507","GLINKASTR. / NEUSTÄDTISCHE KIRCHSTR. / UNTER DEN LINDEN",4
"1508","GLOCKENBLUMENWEG",1
"1509","GLOGAUER STR.",3
"1510","GLOGAUER STR. / PAUL-LINCKE-UFER / THIELENBRÜCKE",3
"1511","GLOGAUER STR. / REICHENBERGER STR.",1
"1512","GNEISENAUSTR.",7
"1513","GNEISENAUSTR. / MEHRINGDAMM / YORCKSTR.",5
"1514","GNEISENAUSTR. / MITTENWALDER STR.",1
"1515","GNEISENAUSTR. / NOSTITZSTR.",4
"1516","GNEISENAUSTR. / SOLMSSTR.",3
"1517","GNEISENAUSTR. / ZOSSENER STR. / U-BHF. GNEISENAUSTR.",2
"1518","GNEISTSTR. / SCHÖNHAUSER ALLEE",1
"1519","GOE",1
"1520","GOEBELSTR.",2
"1521","GOEBENSTR. / KULMER STR.",2
"1522","GOEBENSTR. / PALLASSTR. / POTSDAMER STR.",2
"1523","GOECKESTR. / WERNEUCHENER STR.",1
"1524","GOERZALLEE",2
"1525","GOERZALLEE / PLATZ DES 4. JULI / KGA PARKKOLONIE NORD / KGA PARKKOLONIE SÜD",1
"1526","GOERZALLEE / WILLIAM-H.-TUNNER-STR.",1
"1527","GOETHESTR.",2
"1528","GOETHESTR. / LEIBNIZSTR.",2
"1529","GOETHESTR. / LICHTENRADER DAMM",1
"1530","GOETHESTR. / OSTSEESTR.",1
"1531","GOLDRAUTENWEG / STUBENRAUCHSTR.",1
"1532","GOLTZSTR.",3
"1533","GOLTZSTR. / RAUCHSTR.",1
"1534","GONTARDSTR.",1
"1535","GONTARDSTR. / KARL-LIEBKNECHT-STR.",2
"1536","GONTERMANNSTR.",1
"1537","GÖRLITZER STR.",1
"1538","GÖRLITZER STR. / LÜBBENER STR.",1
"1539","GÖRLITZER STR. / OPPELNER STR. / GÖRLITZER TUNNEL / GÖRLITZER-PARK",1
"1540","GÖRLITZER STR. / SKALITZER STR. / LAUSITZER PLATZ / GÖRLITZER-PARK",4
"1541","GÖRLITZER STR. / SORAUER STR.",1
"1542","GÖRSCHSTR.",1
"1543","GOTENBURGER STR. / PRINZENALLEE",1
"1544","GOTHAER STR. / NEURUPPINER STR. / ALTE HELLERSDORFER STR.",1
"1545","GOTHAER STR. / WARTBURGSTR.",2
"1546","GOTLINDESTR.",1
"1547","GOTLINDESTR. / SIEGFRIEDSTR.",1
"1548","GOTTFRIEDSTR.",1
"1549","GÖTTINGER STR.",1
"1550","GOTTLIEB-DUNKEL-STR. / HOLZMANNSTR.",1
"1551","GOTTLIEB-DUNKEL-STR. / SAALBURGSTR.",1
"1552","GOTTSCHALKSTR.",1
"1553","GOTTSCHALKSTR. / WOLLANKSTR.",1
"1554","GOTTSCHEDSTR.",1
"1555","GOTZKOWSKYBRÜCKE",1
"1556","GOTZKOWSKYSTR.",4
"1557","GOTZKOWSKYSTR. / LEVETZOWSTR.",2
"1558","GOTZKOWSKYSTR. / TURMSTR. / WALDSTR.",1
"1559","GÖTZSTR. / TEMPELHOFER DAMM",1
"1560","GOUNODSTR.",2
"1561","GOUNODSTR. / MAHLERSTR.",1
"1562","GRABBEALLEE",2
"1563","GRABBEALLEE / HERMANN-HESSE-STR. / PASTOR-NIEMÖLLER-PLATZ",1
"1564","GRABBEALLEE / TSCHAIKOWSKISTR.",1
"1565","GRABENSPRUNG",1
"1566","GRADESTR.",1
"1567","GRAEFESTR.",3
"1568","GRAEFESTR. / HASENHEIDE / VOLKSPARK HASENHEIDE",1
"1569","GRAEFESTR. / URBANSTR.",1
"1570","GRALSBURGSTEIG",1
"1571","GRANITZSTR.",2
"1572","GRANITZSTR. / PRENZLAUER PROMENADE / ROTHENBACHSTR.",2
"1573","GRAZER DAMM / MUNSTERDAMM / PRELLERWEG / INSULANERPARK",4
"1574","GRAZER DAMM / VORARLBERGER DAMM / A 100 BAB / 100 AK SCHÖNEBERG EINF V GRAZER N",1
"1575","GREIFENHAGENER STR.",2
"1576","GREIFENHAGENER STR. / STARGARDER STR.",1
"1577","GREIFENHAGENER STR. / WICHERTSTR.",1
"1578","GREIFSWALDER STR.",11
"1579","GREIFSWALDER STR. / GRELLSTR. / STORKOWER STR.",2
"1580","GREIFSWALDER STR. / GÜRTELSTR. / LEHDERSTR. / BERLINER ALLEE",3
"1581","GREIFSWALDER STR. / HEINRICH-ROLLER-STR.",1
"1582","GREIFSWALDER STR. / HUFELANDSTR. / MARIENBURGER STR.",4
"1583","GREIFSWALDER STR. / JOHN-SCHEHR-STR.",2
"1584","GREIFSWALDER STR. / KÄTHE-NIEDERKIRCHNER-STR.",1
"1585","GREIFSWALDER STR. / LILLI-HENOCH-STR.",2
"1586","GREIFSWALDER STR. / MICHELANGELOSTR. / OSTSEESTR.",5
"1587","GREIFSWALDER STR. / SCHIERITZSTR.",1
"1588","GRELLSTR.",4
"1589","GRELLSTR. / GUBITZSTR.",1
"1590","GRELLSTR. / HOSEMANNSTR.",1
"1591","GRELLSTR. / PREUßSTR.",1
"1592","GRENZALLEE",2
"1593","GRENZALLEE / DAMMWEG / SONNENALLEE",3
"1594","GRENZBURGSTR. / SCHLOßSTR.",1
"1595","GRENZWEG / RUMMELSBURGER LANDSTR. / RUMMELSBURGER STR. / WATTSTR.",2
"1596","GREVESMÜHLENER STR.",1
"1597","GRIECHISCHE ALLEE",2
"1598","GRIECHISCHE ALLEE / TRINIUSSTR.",1
"1599","GRIMAUSTR.",2
"1600","GRIMMINGWEG",1
"1601","GRIMMSTR.",1
"1602","GRIMMSTR. / LUTHERSTR.",2
"1603","GRIMMSTR. / PLANUFER / ADMIRALBRÜCKE",1
"1604","GRIMMSTR. / SCHILLERSTR.",1
"1605","GROLMANSTR.",1
"1606","GROSCURTHSTR.",1
"1607","GROßBEERENSTR.",4
"1608","GROßBEERENSTR. / HAGELBERGER STR.",1
"1609","GROßBEERENSTR. / HALLESCHE STR. / IDA-WOLFF-PLATZ / STRESEMANNSTR.",1
"1610","GROßBEERENSTR. / HORNSTR. / YORCKSTR.",2
"1611","GROßBEERENSTR. / KAISERSTR.",1
"1612","GROßBEERENSTR. / KREUZBERGSTR. / VIKTORIAPARK",1
"1613","GROßBEERENSTR. / TEMPELHOFER UFER / GROßBEERENBRÜCKE",1
"1614","GROß-BERLINER DAMM",3
"1615","GROß-BERLINER DAMM / LANDFLIEGERSTR. / SEGELFLIEGERDAMM",1
"1616","GROß-BERLINER DAMM / RUDOWER CHAUSSEE",2
"1617","GROßE HAMBURGER STR.",1
"1618","GROßE HAMBURGER STR. / ORANIENBURGER STR.",1
"1619","GROßE-LEEGE-STR.",5
"1620","GROßE PRÄSIDENTENSTR.",1
"1621","GROßER STERN / HOFJÄGERALLEE",3
"1622","GROßER STERN / SPREEWEG",1
"1623","GROßER STERN / STRAßE DES 17. JUNI",7
"1624","GROßE SEESTR. / ROELCKESTR.",1
"1625","GROßE SEESTR. / SCHÖNSTR.",1
"1626","GROßGÖRSCHENSTR.",1
"1627","GROßGÖRSCHENSTR. / HAUPTSTR. / POTSDAMER STR.",3
"1628","GROß-ZIETHENER CHAUSSEE",1
"1629","GROß-ZIETHENER CHAUSSEE / NEUKÖLLNER STR.",1
"1630","GROß-ZIETHENER CHAUSSEE / RHODELÄNDERWEG",1
"1631","GROß-ZIETHENER CHAUSSEE / ZITTAUER STR. / PARK AM RUDOWER FLIEß",1
"1632","GROß-ZIETHENER STR.",1
"1633","GROß-ZIETHENER STR. / NAHARIYASTR.",1
"1634","GROTTEWITZSTR.",1
"1635","GRÜNAUER STR.",3
"1636","GRÜNAUER STR. / KÖPENICKER STR.",1
"1637","GRÜNBERGALLEE",1
"1638","GRÜNBERGER STR.",3
"1639","GRÜNBERGER STR. / GUBENER STR. / WEDEKINDSTR.",2
"1640","GRÜNBERGER STR. / KADINER STR.",1
"1641","GRÜNBERGER STR. / SIMON-DACH-STR.",1
"1642","GRÜNBERGER STR. / WARSCHAUER STR.",7
"1643","GRUNERSTR.",1
"1644","GRUNERSTR. / MOLKENMARKT / MÜHLENDAMM / SPANDAUER STR.",1
"1645","GRÜNE TRIFT",1
"1646","GRÜNE TRIFT / HAUPTWEG",1
"1647","GRUNEWALDSTR.",5
"1648","GRUNEWALDSTR. / BAYERISCHER PLATZ",1
"1649","GRUNEWALDSTR. / HAUPTSTR. / LANGENSCHEIDTSTR.",2
"1650","GRUNEWALDSTR. / MARTIN-LUTHER-STR.",1
"1651","GRUNEWALDSTR. / ROTHENBURGSTR.",4
"1652","GRUNOWSTR. / HULTSCHINER DAMM",2
"1653","GRÜNSTR.",1
"1654","GRÜNSTRAßENBRÜCKE / NEUE GRÜNSTR. / WALLSTR.",1
"1655","GRÜNTALER STR. / OSLOER STR. / BORNHOLMER STR.",2
"1656","GUBENER STR.",2
"1657","GUBENER STR. / HILDEGARD-JADAMOWITZ-STR.",1
"1658","GUBENER STR. / KOPERNIKUSSTR. / TORELLSTR.",1
"1659","GUBENER STR. / WARSCHAUER STR.",1
"1660","GUDRUNSTR. / GUNTHERSTR.",1
"1661","GUDVANGER STR. / KUGLERSTR.",1
"1662","GUDVANGER STR. / TALSTR. / WISBYER STR.",4
"1663","GUDVANGER STR. / WICHERTSTR.",1
"1664","GUERICKESTR.",1
"1665","GUINEASTR.",1
"1666","GUINEASTR. / LÜTTICHER STR. / SEESTR.",1
"1667","GÜLDENHOFER UFER / KÖPENICKER LANDSTR.",1
"1668","GÜLLWEG / WALDSTR. / HERMANN-HESSE-STR.",1
"1669","GÜLZOWER STR.",1
"1670","GÜLZOWER STR. / HELLERSDORFER STR.",1
"1671","GÜNTZELSTR.",1
"1672","GÜNTZELSTR. / PRINZREGENTENSTR.",1
"1673","GÜNTZELSTR. / UHLANDSTR.",1
"1674","GURKENSTEIG / SCHILDOWER STR.",1
"1675","GÜRTELSTR.",4
"1676","GÜRTELSTR. / NEUE BAHNHOFSTR. / WESERSTR.",1
"1677","GÜRTELSTR. / WILHELM-GUDDORF-STR.",2
"1678","GUSTAV-ADOLF-STR.",1
"1679","GUSTAV-ADOLF-STR. / LANGHANSSTR.",1
"1680","GUSTAV-ADOLF-STR. / RENNBAHNSTR.",2
"1681","GUSTAV-ADOLF-STR. / WIGANDSTALER STR.",2
"1682","GUSTAV-BÖß-STR.",1
"1683","GUSTAV-HOLZMANN-STR.",1
"1684","GÜSTROWER STR. / RIDBACHER STR.",1
"1685","GUTENBERGSTR. / HEINRICH-GRÜBER-STR.",1
"1686","GUTENBERGSTR. / KÖLLNISCHER PLATZ / OBERSPREESTR. / LANGE BRÜCKE (DAHME)",6
"1687","GÜTERGOTZER STR. / LUDWIGSFELDER STR.",1
"1688","GUTSCHMIDTSTR.",1
"1689","GUTSMUTHSWEG / OLYMPISCHER PLATZ",2
"1690","HAAKONWEG / SCHWARZELFENWEG",1
"1691","HAARLEMER STR. / NEUE SPÄTHSTR. / SPÄTHSTR.",1
"1692","HABSBURGERSTR. / WINTERFELDTSTR.",1
"1693","HACKERSTR.",1
"1694","HADLICHSTR.",2
"1695","HAEWERERWEG",1
"1696","HAFERSTEIG / KORNMANDELWEG",1
"1697","HAGELBERGER STR.",1
"1698","HAGELBERGER STR. / MEHRINGDAMM",1
"1699","HAGENSTR.",2
"1700","HAGENSTR. / HUBERTUSBADER STR. / WILDPFAD",1
"1701","HAGENSTR. / MENZELSTR. / HAGENPLATZ",1
"1702","HAHNEBERGWEG",1
"1703","HÄHNELSTR. / HAUPTSTR. / SPONHOLZSTR.",1
"1704","HAINSTR.",1
"1705","HALENSEESTR.",4
"1706","HALENSEESTR. / MESSEDAMM / A 100 BAB / 100 AD FUNKTURM AUSFAHRT N",1
"1707","HALENSEESTR. / TRABENER STEG",1
"1708","HALKER ZEILE",2
"1709","HALLANDSTR. / NEUMANNSTR.",1
"1710","HALLESCHE STR. / MÖCKERNSTR.",1
"1711","HALLESCHES UFER",3
"1712","HALLESCHES UFER / MEHRINGBRÜCKE / WILHELMSTR.",3
"1713","HALLESCHES UFER / SCHÖNEBERGER STR. / SCHÖNEBERGER BRÜCKE / MENDELSSOHN-BARTH",1
"1714","HALSKESTR.",2
"1715","HALSKESTR. / MUNSTERDAMM / STEGLITZER DAMM",1
"1716","HAMMARSKJÖLDPLATZ",2
"1717","HAMMERSTEINSTR. / RHEINBABENALLEE",1
"1718","HAMPSTEADSTR.",1
"1719","HAMPSTEADSTR. / MACHNOWER STR. / TELTOWER DAMM",2
"1720","HANAUER STR. / SPESSARTSTR.",1
"1721","HANDJERYSTR.",1
"1722","HANIELWEG",1
"1723","HANNAH-ARENDT-STR. / WILHELMSTR. / FRANZÖSISCHE STR.",2
"1724","HANNOVERSCHE STR.",3
"1725","HANNOVERSCHE STR. / PLATZ VOR DEM NEUEN TOR / ROBERT-KOCH-PLATZ",1
"1726","HANSASTR.",5
"1727","HANSASTR. / RESIDENZSTR.",1
"1728","HÄNSELSTR.",1
"1729","HANSTEDTER WEG / IMMENWEG / MUNSTERDAMM",1
"1730","HARDANGERSTR. / THULESTR. (ENDE)",1
"1731","HARDENBERGPLATZ",7
"1732","HARDENBERGSTR.",3
"1733","HARDENBERGSTR. / JEBENSSTR. / YVA-BOGEN",1
"1734","HARDENBERGSTR. / JOACHIMSTHALER STR. / HARDENBERGPLATZ",5
"1735","HARDENBERGSTR. / KNESEBECKSTR.",1
"1736","HARDENBERGSTR. / STEINPLATZ",2
"1737","HARDENBERGSTR. / TUNNEL ERNST-REUTER-PLATZ / ERNST-REUTER-PLATZ",1
"1738","HARNACKSTR.",1
"1739","HARTLEBENSTR. / FÜRSTENWALDER DAMM",1
"1740","HARZER STR.",1
"1741","HARZER STR. / ONCKENSTR.",1
"1742","HARZER STR. / WILDENBRUCHSTR.",1
"1743","HASELHORSTER DAMM",4
"1744","HASELHORSTER DAMM / SAATWINKLER DAMM",1
"1745","HASENHEIDE",10
"1746","HASENHEIDE / HERMANNSTR. / KARL-MARX-STR. / HERMANNPLATZ",12
"1747","HASENHEIDE / LILIENTHALSTR. / SÜDSTERN",3
"1748","HASENHEIDE / WISSMANNSTR.",1
"1749","HASENHOLZER ALLEE",1
"1750","HASSELWERDERSTR.",2
"1751","HAUBACHSTR. / KAISER-FRIEDRICH-STR.",1
"1752","HAUFFSTR. / SCHREIBERHAUER STR.",1
"1753","HAUPTSTR.",38
"1754","HAUPTSTR. / HELMSTR.",3
"1755","HAUPTSTR. / KAISER-WILHELM-PLATZ",5
"1756","HAUPTSTR. / KYNASTSTR.",1
"1757","HAUPTSTR. / MARKGRAFENDAMM",1
"1758","HAUPTSTR. / RUBENSSTR.",1
"1759","HAUPTSTR. / SAGANER STR.",1
"1760","HAUPTSTR. / WEXSTR. / A 100 BAB / INNSBRUCKER PLATZ / 100 AS INNSBRUCKER (ÖSTL T",4
"1761","HAUSOTTERSTR. / RESIDENZSTR. / STARGARDTSTR.",1
"1762","HAUSVOGTEIPLATZ",1
"1763","HAUSVOGTEIPLATZ / NIEDERWALLSTR.",1
"1764","HAUSVOGTEIPLATZ / OBERWALLSTR.",1
"1765","HAVELCHAUSSEE",3
"1766","HAVELSCHANZE",3
"1767","HAVEMANNSTR. / MÄRKISCHE ALLEE",1
"1768","HAVENSTEINSTR. / SEYDLITZSTR.",1
"1769","HAYNAUER STR.",1
"1770","HECKMANNUFER / SCHLESISCHE STR. / SCHLESISCHE BRÜCKE",1
"1771","HEDEMANNSTR.",1
"1772","HEDEMANNSTR. / STRESEMANNSTR.",3
"1773","HEDEMANNSTR. / WILHELMSTR.",4
"1774","HEERSTR.",7
"1775","HEERSTR. / JAFFÉSTR. / LÄNDERALLEE",2
"1776","HEERSTR. / MOHRUNGER ALLEE / ORTELSBURGER ALLEE",5
"1777","HEERSTR. / PASSENHEIMER STR.",2
"1778","HEERSTR. / PREUßENALLEE",3
"1779","HEERSTR. / TEUFELSSEESTR. / HEERSTRAßENBRÜCKE",3
"1780","HEERSTR. / THEODOR-HEUSS-PLATZ",2
"1781","HEERSTR. / WEIDENWEG",1
"1782","HEESESTR.",1
"1783","HEIDELÄUFERWEG / MOLLNERWEG",1
"1784","HEIDELBERGER STR.",2
"1785","HEIDENAUER STR. / RATHENER STR.",1
"1786","HEIDENFELDSTR. / PETERSBURGER STR.",1
"1787","HEIDESTR.",2
"1788","HEIDESTR. / JEAN-MONNET-STR.",2
"1789","HEIDESTR. / MINNA-CAUER-STR.",1
"1790","HEILMANNRING",2
"1791","HEIMSBRUNNER STR.",1
"1792","HEINERSDORFER STR.",1
"1793","HEINRICH-BÖLL-STR.",1
"1794","HEINRICH-BÖLL-STR. / DIETZGENSTR. / UHLANDSTR.",2
"1795","HEINRICH-GRÜBER-PLATZ / MÄDEWALDER WEG",1
"1796","HEINRICH-HEINE-PLATZ",1
"1797","HEINRICH-HEINE-STR.",4
"1798","HEINRICH-MANN-STR.",1
"1799","HEINRICH-MANN-STR. / HERMANN-HESSE-STR.",6
"1800","HEINRICH-ROLLER-STR.",1
"1801","HEINRICHSTR. / OSTPREUßENDAMM",1
"1802","HEINSESTR.",3
"1803","HELENE-WEIGEL-PLATZ",2
"1804","HELGIWEG",1
"1805","HELLERSDORFER STR.",3
"1806","HELLERSDORFER STR. / CECILIENSTR.",1
"1807","HELLERSDORFER STR. / FELDBERGER RING",1
"1808","HELLERSDORFER STR. / KASTANIENALLEE / FGB KASTANIENALLEE",2
"1809","HELMHOLTZSTR.",3
"1810","HELMHOLTZSTR. / MORSESTR.",1
"1811","HELSINGFORSER PLATZ / MARCHLEWSKISTR. / REVALER STR.",1
"1812","HENDRICHPLATZ / RUDOLF-REUSCH-STR. / RUTNIKSTR.",1
"1813","HENNY-PORTEN-STR. / KASTANIENALLEE",1
"1814","HENNY-PORTEN-STR. / QUEDLINBURGER STR. / STENDALER STR.",1
"1815","HERBERT-BAUM-STR. / MEYERBEERSTR.",1
"1816","HERBERTSTR. / KOLONNENSTR.",1
"1817","HERINGSDORFER STR. / GÜLZOWER STR.",1
"1818","HERMANN-BLANKENSTEIN-STR.",1
"1819","HERMANN-BLANKENSTEIN-STR. / OTTO-OSTROWSKI-STR.",1
"1820","HERMANN-DORNER-ALLEE / EISENHUTWEG / RUDOWER CHAUSSEE",2
"1821","HERMANN-DORNER-ALLEE / IGO-ETRICH-STR. / GROß-BERLINER DAMM",4
"1822","HERMANN-HESSE-STR. / PASTOR-NIEMÖLLER-PLATZ",2
"1823","HERMANNPLATZ",2
"1824","HERMANNSTR.",23
"1825","HERMANNSTR. / HERRFURTHSTR. / WERBELLINSTR.",3
"1826","HERMANNSTR. / KOPFSTR.",1
"1827","HERMANNSTR. / LEINESTR.",4
"1828","HERMANNSTR. / MAHLOWER STR.",1
"1829","HERMANNSTR. / NOGATSTR.",2
"1830","HERMANNSTR. / SCHIERKER STR.",1
"1831","HERMANNSTR. / SELCHOWER STR.",1
"1832","HERMANNSTR. / SILBERSTEINSTR.",1
"1833","HERMANNSTR. / THOMASSTR.",5
"1834","HERMANNSTR. / WARTHESTR.",2
"1835","HERMSDORFER DAMM",2
"1836","HERMSDORFER DAMM / HOHEFELDSTR.",1
"1837","HERMSDORFER STR.",1
"1838","HERMSDORFER STR. / LANGE ENDEN / BLOMBERGER WEG",1
"1839","HERRFURTHSTR.",2
"1840","HERRFURTHSTR. / ODERSTR. / KGA ODERTAL / STRAßE 645 (SCHWARZER WEG)",1
"1841","HERTASTR.",1
"1842","HERTASTR. / SILBERSTEINSTR.",1
"1843","HERTHAPLATZ",1
"1844","HERTHAPLATZ / WALDOWSTR.",1
"1845","HERTZALLEE / JEBENSSTR. / HARDENBERGPLATZ",1
"1846","HERTZBERGSTR. / RICHARDPLATZ",1
"1847","HERTZBERGSTR. / SONNENALLEE / TREPTOWER STR.",2
"1848","HERTZSTR.",1
"1849","HERZBERGSTR.",7
"1850","HERZBERGSTR. / SIEGFRIEDSTR.",3
"1851","HERZBERGSTR. / VULKANSTR.",1
"1852","HESSENALLEE",2
"1853","HESSENALLEE / PLATANENALLEE / REICHSSTR.",2
"1854","HEYDENSTR. / RHEINBABENALLEE",2
"1855","HIDDENSEER STR. / PRENZLAUER ALLEE",1
"1856","HILBERTSTR.",1
"1857","HILDBURGHAUSER STR.",1
"1858","HILDBURGHAUSER STR. / FRIEDENFELSER STR.",1
"1859","HILDBURGHAUSER STR. / OBERHOFER WEG / SCHEELESTR.",1
"1860","HILDBURGHAUSER STR. / OSDORFER STR. / SCHWATLOSTR.",2
"1861","HILDBURGHAUSER STR. / WALDSASSENER STR. / WESKAMMSTR.",1
